CustomerID                                                                                                                                                                                                                                                       CustomerLifetimeValue
17709                                                                                                                                                                                                                                                            0.00
12446                                                                                                                                                                                                                                                            0.00
16113                                                                                                                                                                                                                                                            0.00
16965                                                                                                                                                                                                                                                            0.00
16457                                                                                                                                                                                                                                                            0.00
15167                                                                                                                                                                                                                                                            0.00
15866                                                                                                                                                                                                                                                            0.00
17947                                                                                                                                                                                                                                                            0.00
15578                                                                                                                                                                                                                                                            0.00
15148                                                                                                                                                                                                                                                            0.00
15557                                                                                                                                                                                                                                                            0.00
14520                                                                                                                                                                                                                                                            0.00
16071                                                                                                                                                                                                                                                            0.00
12743                                                                                                                                                                                                                                                            0.00
13161                                                                                                                                                                                                                                                            0.00
15488                                                                                                                                                                                                                                                            0.00
15541                                                                                                                                                                                                                                                            0.00
12795                                                                                                                                                                                                                                                            0.00
16276                                                                                                                                                                                                                                                            0.00
17968                                                                                                                                                                                                                                                            0.00
16063                                                                                                                                                                                                                                                            0.00
12357                                                                                                                                                                                                                                                            0.00
16138                                                                                                                                                                                                                                                            0.00
16377                                                                                                                                                                                                                                                            0.00
17194                                                                                                                                                                                                                                                            0.00
13581                                                                                                                                                                                                                                                            0.00
15178                                                                                                                                                                                                                                                            0.00
15388                                                                                                                                                                                                                                                            0.00
17569                                                                                                                                                                                                                                                            0.00
17553                                                                                                                                                                                                                                                            0.00
12688                                                                                                                                                                                                                                                            0.00
17138                                                                                                                                                                                                                                                            0.00
13325                                                                                                                                                                                                                                                            0.00
13560                                                                                                                                                                                                                                                            0.00
13841                                                                                                                                                                                                                                                            0.00
12715                                                                                                                                                                                                                                                            0.00
13127                                                                                                                                                                                                                                                            0.00
14237                                                                                                                                                                                                                                                            0.00
15774                                                                                                                                                                                                                                                            0.00
16849                                                                                                                                                                                                                                                            0.00
17752                                                                                                                                                                                                                                                            0.00
15567                                                                                                                                                                                                                                                            0.00
13828                                                                                                                                                                                                                                                            0.00
13800                                                                                                                                                                                                                                                            0.00
15115                                                                                                                                                                                                                                                            0.00
16017                                                                                                                                                                                                                                                            0.00
17343                                                                                                                                                                                                                                                            0.00
13684                                                                                                                                                                                                                                                            0.00
16162                                                                                                                                                                                                                                                            0.00
17486                                                                                                                                                                                                                                                            0.00
12650                                                                                                                                                                                                                                                            0.00
14782                                                                                                                                                                                                                                                            0.00
13062                                                                                                                                                                                                                                                            0.00
16685                                                                                                                                                                                                                                                            0.00
15537                                                                                                                                                                                                                                                            0.00
13273                                                                                                                                                                                                                                                            0.00
13893                                                                                                                                                                                                                                                            0.00
16387                                                                                                                                                                                                                                                            0.00
12772                                                                                                                                                                                                                                                            0.00
16048                                                                                                                                                                                                                                                            0.00
15869                                                                                                                                                                                                                                                            0.00
15992                                                                                                                                                                                                                                                            0.00
16485                                                                                                                                                                                                                                                            0.00
17253                                                                                                                                                                                                                                                            0.00
14570                                                                                                                                                                                                                                                            0.00
13887                                                                                                                                                                                                                                                            0.00
15280                                                                                                                                                                                                                                                            0.00
16125                                                                                                                                                                                                                                                            0.00
14795                                                                                                                                                                                                                                                            0.00
15668                                                                                                                                                                                                                                                            0.00
17972                                                                                                                                                                                                                                                            0.00
13187                                                                                                                                                                                                                                                            0.00
12638                                                                                                                                                                                                                                                            0.00
12864                                                                                                                                                                                                                                                            0.00
16061                                                                                                                                                                                                                                                            0.00
15098                                                                                                                                                                                                                                                            0.00
17427                                                                                                                                                                                                                                                            0.00
17789                                                                                                                                                                                                                                                            0.00
14196                                                                                                                                                                                                                                                            0.00
18056                                                                                                                                                                                                                                                            0.00
15691                                                                                                                                                                                                                                                            0.00
13072                                                                                                                                                                                                                                                            0.00
14753                                                                                                                                                                                                                                                            0.00
13938                                                                                                                                                                                                                                                            0.00
18141                                                                                                                                                                                                                                                            0.00
13710                                                                                                                                                                                                                                                            0.00
16659                                                                                                                                                                                                                                                            0.00
12607                                                                                                                                                                                                                                                            0.00
15363                                                                                                                                                                                                                                                            0.00
17234                                                                                                                                                                                                                                                            0.00
16339                                                                                                                                                                                                                                                            0.00
16406                                                                                                                                                                                                                                                            0.00
15254                                                                                                                                                                                                                                                            0.00
13403                                                                                                                                                                                                                                                            0.00
13866                                                                                                                                                                                                                                                            0.00
17639                                                                                                                                                                                                                                                            0.00
14280                                                                                                                                                                                                                                                            0.00
18088                                                                                                                                                                                                                                                            0.00
13651                                                                                                                                                                                                                                                            0.00
12725                                                                                                                                                                                                                                                            0.00
18014                                                                                                                                                                                                                                                            0.00
14494                                                                                                                                                                                                                                                            0.00
13322                                                                                                                                                                                                                                                            0.00
16202                                                                                                                                                                                                                                                            0.00
18114                                                                                                                                                                                                                                                            0.00
15523                                                                                                                                                                                                                                                            0.00
14920                                                                                                                                                                                                                                                            0.00
15517                                                                                                                                                                                                                                                            0.00
15526                                                                                                                                                                                                                                                            0.00
17791                                                                                                                                                                                                                                                            0.00
15832                                                                                                                                                                                                                                                            0.00
16881                                                                                                                                                                                                                                                            0.00
13948                                                                                                                                                                                                                                                            0.00
16400                                                                                                                                                                                                                                                            0.00
15947                                                                                                                                                                                                                                                            0.00
13690                                                                                                                                                                                                                                                            0.00
14357                                                                                                                                                                                                                                                            0.00
17862                                                                                                                                                                                                                                                            0.00
17475                                                                                                                                                                                                                                                            0.00
12718                                                                                                                                                                                                                                                            0.00
13061                                                                                                                                                                                                                                                            0.00
14204                                                                                                                                                                                                                                                            0.00
16846                                                                                                                                                                                                                                                            0.00
14578                                                                                                                                                                                                                                                            0.00
15168                                                                                                                                                                                                                                                            0.00
12405                                                                                                                                                                                                                                                            0.00
17958                                                                                                                                                                                                                                                            0.00
15703                                                                                                                                                                                                                                                            0.00
16135                                                                                                                                                                                                                                                            0.00
13898                                                                                                                                                                                                                                                            0.00
14641                                                                                                                                                                                                                                                            0.00
13339                                                                                                                                                                                                                                                            0.00
14218                                                                                                                                                                                                                                                            0.00
17732                                                                                                                                                                                                                                                            0.00
17197                                                                                                                                                                                                                                                            0.00
14270                                                                                                                                                                                                                                                            0.00
16601                                                                                                                                                                                                                                                            0.00
12817                                                                                                                                                                                                                                                            0.00
13011                                                                                                                                                                                                                                                            0.00
14148                                                                                                                                                                                                                                                            0.00
13182                                                                                                                                                                                                                                                            0.00
15043                                                                                                                                                                                                                                                            0.00
15507                                                                                                                                                                                                                                                            0.00
17239                                                                                                                                                                                                                                                            0.00
15825                                                                                                                                                                                                                                                            0.00
14080                                                                                                                                                                                                                                                            0.00
16318                                                                                                                                                                                                                                                            0.00
17942                                                                                                                                                                                                                                                            0.00
12509                                                                                                                                                                                                                                                            0.00
15195                                                                                                                                                                                                                                                            0.00
17597                                                                                                                                                                                                                                                            0.00
18104                                                                                                                                                                                                                                                            0.00
12436                                                                                                                                                                                                                                                            0.00
17307                                                                                                                                                                                                                                                            0.00
17100                                                                                                                                                                                                                                                            0.00
17987                                                                                                                                                                                                                                                            0.00
17547                                                                                                                                                                                                                                                            0.00
14424                                                                                                                                                                                                                                                            0.00
12740                                                                                                                                                                                                                                                            0.00
17172                                                                                                                                                                                                                                                            0.00
15503                                                                                                                                                                                                                                                            0.00
13483                                                                                                                                                                                                                                                            0.00
12491                                                                                                                                                                                                                                                            0.00
14968                                                                                                                                                                                                                                                            0.00
16351                                                                                                                                                                                                                                                            0.00
15396                                                                                                                                                                                                                                                            0.00
17125                                                                                                                                                                                                                                                            0.00
13663                                                                                                                                                                                                                                                            0.00
16830                                                                                                                                                                                                                                                            0.00
16597                                                                                                                                                                                                                                                            0.00
17498                                                                                                                                                                                                                                                            0.00
14932                                                                                                                                                                                                                                                            0.00
